"cod","desc_assunto","fk_cnj_assunto"
11223,"Crimes contra a Honra",11075
11224,"Crimes contra a Liberdade",11075
11225,"Crimes Sexuais",11075
11226,"Genocídio",11075
11227,"Homicídio",11075
11228,"Lesão Corporal e Rixa",11075
11229,"Periclitação da Vida ou da Saúde",11075
11231,"Ato obsceno",11230
11232,"Escrito ou objeto obsceno",11230
11233,"Abandono de pessoa",11229
11234,"Abandono de pessoa seguida de morte ou lesão grave",11229
11235,"Maus tratos",11229
11236,"Maus tratos seguido de morte ou lesão grave",11229
11237,"Lesão grave",11228
11238,"Lesão leve",11228
11239,"Lesão levíssima",11228
11240,"Lesão privilegiada",11228
11241,"Lesão seguida de morte",11228
11242,"Participação em rixa",11228
11244,"Homicidio qualificado",11227
11245,"Homicídio Privilegiado",11227
11246,"Provocação direta ou auxílio a suicídio",11227
11247,"Provocação indireta ao suicídio",11227
11248,"Genocídio",11226
11249,"Atentado violento ao pudor",11225
11250,"Corrupção de menores",11225
11251,"Estupro",11225
11252,"Ato Libidinoso",11225
11253,"Ameaça",11224
11254,"Constrangimento ilegal",11224
11255,"Desafio para duelo",11224
11256,"Divulgação de segredo",11224
11257,"Sequestro ou cárcere privado",11224
11258,"Violação de correspondência",11224
11259,"Violação de domicílio",11224
10697,"Procuradores de Órgãos / Entidades Públicos",10695
11260,"Violação de recato",11224
11261,"Violação de segredo profissional",11224
11262,"Calúnia",11223
11263,"Difamação",11223
11264,"Injúria",11223
11265,"Injuria real",11223
11266,"Ofensa às forças armadas",11223
11267,"Desrespeito a superior e a símbolo nacional ou farda",11074
11268,"Aliciação e incitamento",11074
11269,"Fuga, evasão, arrebatamento e amotinamento de presos",11074
11270,"Insubordinação",11074
11271,"Motim e Revolta",11074
11272,"Resistência",11074
11273,"Usurpação e excesso ou abuso de autoridade",11074
11275,"Violência contra militar de serviço",11274
11276,"Violência contra superior",11274
11277,"Abuso de requisição militar",11273
11278,"Assunção de comando sem ordem ou autorização",11273
11279,"Conservação ilegal de comando",11273
11280,"Ofensa aviltante a inferior",11273
11281,"Operação militar sem ordem superior",11273
11282,"Ordem arbitrária de invasão",11273
11283,"Rigor excessivo",11273
11284,"Uso indevido de uniforme, distintivo ou insígnia militar por qualquer pessoa",11273
11285,"Uso indevido por militar de uniforme, distintivo ou insígnia",11273
11286,"Violência contra inferior",11273
11287,"Resistência mediante ameaça ou violência",11272
11289,"Motim",11271
11290,"Omissão de lealdade militar",11271
11291,"Organização de grupo para prática de violência",11271
11292,"Revolta",11271
11293,"Oposição a ordem de sentinela",11270
11294,"Publicação ou crítica indevida",11270
11295,"Recusa a obediência",11270
11296,"Reunião ilícita",11270
11297,"Amotinamento",11269
11298,"Arrebatamento de preso ou internado",11269
11299,"Evasão de preso ou internado",11269
11300,"Fuga de preso ou internado",11269
11302,"Apologia de fato criminoso ou do seu autor",11268
11303,"Incitamento",11268
11304,"Despojamento desprezível",11267
11305,"Desrespeito a comandante, oficial-general ou oficial de serviço",11267
11306,"Desrespeito a símbolo nacional",11267
11307,"Desrespeito a superior ",11267
11308,"Concussão, Excesso de Exação e Desvio",11073
11309,"Corrupção",11073
11310,"Crimes contra o dever funcional",11073
13467,"Jornada Contratual de 6 Horas - Prorrogação ",2140
11312,"Desacato e da Desobediência",11073
11313,"Falsidade",11073
11314,"Peculato",11073
11315,"Peculato",11314
11316,"Peculato mediante aproveitamento ou erro de outrem",11314
11317,"Peculato-furto",11314
11318,"Certidão ou atestado ideologicamente falso ",11313
11319,"Cheques sem fundos",11313
11320,"Falsa identidade",11313
11321,"Falsidade ideológica",11313
11322,"Falsificação de documento",11313
11323,"Supressão de documento",11313
11324,"Uso de documento falso",11313
11325,"Uso de documento pessoal alheio",11313
11326,"Desacato a assemelhado ou funcionário",11312
11327,"Desacato a militar",11312
11328,"Desacato a superior",11312
11329,"Desobediência",11312
11330,"Ingresso clandestino",11312
11331,"Impedimento, perturbação ou fraude de concorrencia",11311
11332,"Inutilização de edital ou de sinal oficial",11311
11333,"Subtração ou inutilização de livro, processo ou documento",11311
11334,"Tráfico de influência",11311
11336,"Abandono de cargo",11310
11337,"Abuso de confiança ou boa fé",11310
11338,"Aplicação ilegal de verba ou dinheiro",11310
11339,"Condescendência criminosa",11310
11340,"Exercício funcional ilegal",11310
11341,"Extravio, sonegação ou inutilização de livro ou documento",11310
11342,"Inobservancia de lei, regulamento ou instrução",11310
11343,"Não inclusão de nome em lista",11310
11344,"Obstáculo à hasta pública, concorrência ou tomada de preços",11310
11345,"Patrocínio indébito",11310
11347,"Violação de sigilo de proposta de concorrência",11310
11348,"Violação de sigilo funcional",11310
11349,"Violação do dever funcional com o fim de lucro",11310
11350,"Violação ou divulgação indevida de correspondência ou comunicação",11310
11351,"Violência arbitrária",11310
11352,"Corrupção ativa",11309
11353,"Corrupção passiva",11309
11354,"Participação ilícita",11309
11355,"Concussão",11308
11356,"Desvio",11308
11357,"Excesso de exação",11308
11358,"Auto-acusação falsa",11072
11359,"Coação",11072
11360,"Comunicação falsa de crime",11072
11361,"Corrupção ativa de testemunha, perito ou intérprete",11072
11362,"Denunciação caluniosa",11072
11364,"Desobediência a decisão judicial",11072
11365,"Desobediência a decisão sobre perda ou suspensão de atividade ou direito",11072
11366,"Exploração de prestígio",11072
11367,"Falso testemunho ou falsa perícia",11072
11368,"Favorecimento pessoal",11072
11370,"Inutilização,sonegação ou descaminho de material probante",11072
11371,"Publicidade opressiva",11072
11372,"Recusa de função na Justiça Militar",11072
11387,"Internação com atividades externas",10688
11388,"Internação sem atividades externas",10688
11389,"Liberdade assistida",10688
11390,"Obrigação de reparar o dano",10688
11391,"Prestação de serviços à comunidade",10688
11392,"Semiliberdade",10688
11453,"Descumprimento do Dever de Informar o Número, Espécie e Lotação de Veículos e Embarcações ",11437
11561,"Garantia de Autoridade de Decisão do Tribunal",11557
11595,"Inelegibilidade",11584
11634,"Cargo - Presidente da República",11628
11683,"Propaganda Política - Propaganda Eleitoral - Truncagem, Montagem, Utilização de Gravação Externa, Computação Gráfica, Desenho Animado ou Efeito Especial",11652
11695,"Contas - Aprovação das Contas",11694
11696,"Contas - Aprovação das Contas com Ressalvas",11694
11697,"Contas - Desaprovação/Rejeição das Contas",11693
11698,"Contas - Não Apresentação das Contas",11692
11704,"Habeas Corpus - Liberatório",11703
11705,"Habeas Corpus - Preventivo",11703
11722,"Corrupção ou Fraude",11716
11748,"Alteração Estatutária de Partido Político em Matéria Administrativa",11747
11775,"Veiculação de Propaganda Partidária - Em Bloco",11774
11776,"Veiculação de Propaganda Partidária - Em Inserções",11774
11777,"Plebiscito",11428
11779,"Contra o Ordenamento Urbano e o Patrimônio Cultural",9878
11780,"Crimes contra o Ordenamento Urbano e o Patrimônio Cultural",3618
11782,"Intimação",11781
11783,"Citação",11781
11784,"Oitiva",11781
11785,"Diligências",11781
11786,"Atos executórios",11781
11797,"Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional",5874
8874,"Sucumbência ",8842
11806,"Empréstimo consignado",7752
11807,"Tarifas",7752
11822,"Mineração",10110
11823,"Reserva legal",10110
11824,"Recursos Hídricos",10110
11825,"Poluição",10110
11826,"Zoneamento Ecológico e Econômico",10110
11827,"Zona Costeira",10110
11829,"Produtos Controlados / Perigosos",10110
11830,"Patrimônio Cultural",10110
11848,"Alimentação",9986
11854,"Saúde Mental",10064
11862,"Saneamento",10110
11864,"Irregularidade no atendimento",1156
11869,"Saneamento",10110
11871,"Agências/órgãos de regulação",10136
11884,"Fornecimento de Medicamentos",10064
11885,"Unidade de terapia intensiva UTI ou unidade de cuidados intensivos UCI",11883
11900,"Resolução",11899
11902,"Resolução Conjunta",11899
11903,"Concurso para magistrado",10370
11904,"Prova Objetiva",10370
11905,"Prova Subjetiva",10370
11906,"Prova Prática-Sentença",10370
11907,"Prova Oral",10370
11908,"Reserva de Vagas",10370
11909,"Concurso para servidor",10370
11910,"Concurso para serventia extrajudicial",10370
11911,"Juizados Especiais",10187
11912,"Juiz Leigo",11911
11913,"Composição de Turmas Recursais",11911
11914,"Licença",10187
11915,"Participação Societária",10187
11916,"Plantão Judiciário",10187
11917,"Residência",10187
11918,"Substituição/Convocação em Tribunal",10187
11919,"Violação Prerrogativa Advogado",10187
11920,"Eleição",10187
11921,"Cargos de Direção",11920
11922,"Órgão Especial",11920
11923,"Fraude / Quebra de ordem cronológica",10672
11924,"Pagamento",10672
11939,"Entrada de aparelho telefônico de comunicação móvel em estabelecimento prisional",9932
11940,"Inclusão do 13º salário gratificação natalina no PBC",6127
11941,"Art. 26 da Lei 8.870/1994",6120
11942,"Art. 29, § 5º, da Lei 8.213/1991",6120
11943,"Art. 29, II, da Lei 8.213/1991",6120
11944,"Alteração do teto máximo para o valor do benefício previdenciário do RGPS EC 20 e 41",6120
11945,"Revisão do valor do benefício no primeiro reajuste após a concessão Art. 21, § 3º, da Lei 8.880/1994",6149
11946,"Pessoa com Deficiência",6114
11947,"Idoso",6114
11948,"Inspeção",10015
11949,"Revisão/Desconstituição de Ato Administrativo",9997
11950,"Morosidade no Julgamento do Processo",10187
11951,"Investigação Patrimonial",10015
11952,"Apuração de Infração Disciplinar",10187
11954,"Acidente de Trabalho - Ressarcimento ao Erário",10439
11958,"Difusão culposa de doença ou praga",3491
11959,"Receptação culposa",3415
11961,"Incêndio culposo",3491
11962,"Incêndio culposo",9773
11963,"Explosão culposa",3491
11964,"Explosão culposa",9773
11965,"Uso culposo de gás tóxico ou asfixiante",9773
11966,"Uso culposo de gás tóxico ou asfixiante",3491
11967,"Inundação culposa",3491
11968,"Inundação culposa",9773
11969,"Desabamento ou desmoronamento culposo",3491
11970,"Desabamento ou desmoronamento culposo",9773
11971,"Difusão culposa de doença ou praga",9773
11973,"Desastre ferroviário culposo",9773
11974,"Cláusulas Abusivas",1156
11977,"Alienação Parental",10577
11978,"Invasão de Dispositivo Informático",3412
11979,"Violência Doméstica Contra a Mulher",9634
11980,"Usucapião Conjugal",10455
11981,"Exploração Sexual",9964
11982,"Separação de Corpos",9192
11994,"Internação Voluntária",11854
11995,"Internação Involuntária",11854
11996,"Encaminhamento aos pais ou responsável",11818
11997,"Orientação e acompanhamento temporário",11818
11998,"Matrícula e frequência obrigatória em escola oficial de ensino fundamental",11818
11999,"Inclusão em programa de auxílio à família",11818
12000,"Requisição de tratamento médico, psicológico ou psiquiátrico, em regime hospitalar ou ambulatorial",11818
12001,"Inclusão em programa de auxílio; orientação e tratamento a alcoólatras e toxicômanos",11818
12002,"Acolhimento institucional",11818
13701,"Atividade Extraclasse",13667
12003,"Inclusão em programa de acolhimento familiar",11818
12004,"Colocação em família substituta",11818
12005,"Outras medidas de proteção",11818
12027,"Composição Civil",4263
12030,"Internação Compulsória",10688
12031,"Desapropriação para Regularização de Comunidade Quilombola / Dec. 4887/2003",10120
12091,"Feminicídio",3369
12130,"Homicídio Agravado pela Prática de  Extermínio de Seres Humanos",3369
12131,"Homicídio Agravado pelo Extermínio de Seres Humanos",9635
12152,"Revisão de Tutela Antecipada",8826
12157,"Internação Provisória",10688
12160,"Requerimento de Reintegração de Posse",10670
12161,"Requerimento de Apreensão de Veículo",10670
12194,"Contra a Mulher",5560
12195,"Contra pessoas não identificadas como mulher",5560
12196,"Contra a mulher",9647
12197,"Contra pessoas não identificadas como mulher",9647
12216,"Seguro-defeso ao pescado artesanal profissional",6094
12217,"Terrorismo",287
12218,"Atos de Terrorismo",12217
12219,"Organização Terrorista",12217
12220,"Preparação de ato terrorista",12217
12221,"Manutenção ou financiamento do terrorismo",12217
12222,"Fornecimento de medicamentos",6233
12223,"Tratamento médico-hospitalar",6233
12224,"Unidade de terapia intensiva UTI ou Unidade de cuidados intensivos UCI",6233
12225,"Reajuste contratual",6233
12235,"Tutela",5626
12236,"Nomeação",12235
12237,"Dispensa",12235
12241,"Curatela",5626
12242,"Levantamento",12241
12243,"Remoção",12241
12244,"Dispensa",12241
12245,"Nomeação",12241
12333,"Crimes previstos na Lei da Organização Criminosa",287
13246,"Participação nos Lucros ou Resultados - PLR ",2581
12334,"Promoção, constituição, financiamento ou integração de Organização Criminosa",12333
12336,"Revelação de identidade, fotografia ou filmagem do colaborador",12335
12337,"Imputação falsa de prática de infração penal ou revelação inverídica sobre estrutura de organização criminal",12335
12338,"Descumprimento de determinação de sigilo",12335
12339,"Recusa ou omissão de dados cadastrais, registros, documentos e informações",12335
12340,"Provocação de tumulto ou conduta inconveniente",3692
12341,"Apadrinhamento de Criança ou Adolescente",9964
12342,"Crimes cometidos contra autoridade ou agente descrito nos arts. 142 e 143 da Constituição Federal, integrantes do sistema prisional e da Força Nacional de Segurança Pública",287
12344,"Porte de arma branca",3692
12345,"Vias de fato",3692
12346,"Omissão de cautela na guarda ou condução de animal",3692
12347,"Perturbação do trabalho ou do sossego alheios",3692
12348,"Simulação de Qualidade de Funcionário",3692
12349,"Uso ilegítimo de uniforme ou distintivo",3692
12350,"Jogo de azar",3692
12351,"Loteria não autorizada",3692
12352,"Jogo do bicho",3692
12353,"Servir bebidas alcóolicas a vulneráveis",3692
12354,"Perturbação da tranquilidade",3692
12355,"Omissão de comunicação de crime",3692
12356,"Recusa de dados sobre a própria identificação ou qualificação",3692
12358,"Feminicídio",9635
12360,"Matéria Administrativa",11557
12361,"Proposta de Alteração de Resolução",11572
12378,"Aposentadoria compulsória art. 42, V, Lei Complementar 35/1979",10191
12379,"Remoção Compulsória",10193
12380,"Aposentadoria Compulsória",10198
12381,"Remoção Compulsória",10200
12382,"Fusão de Partidos Políticos",11747
12383,"Perda por crime contra titular do mesmo poder ou descendente L. 13.715/2018",12156
12384,"Importunação Sexual",9740
12385,"Divulgação de cena de estupro, sexo ou pornografia",9740
12392,"Inelegibilidade - Renúncia a cargo político na pendência de representação ou petição que possa levar a outra causa de inelegibilidade",11595
12393,"Inelegibilidade - Exclusão do exercício de profissão",11595
12395,"Inelegibilidade - Aposentadoria Compulsória ou PAD magistrados e membros do MP",11595
12396,"Inelegibilidade - Demissão do serviço público",11595
12397,"Importunação Sexual",3463
12398,"Divulgação de cena de estupro, sexo ou pornografia",3463
12399,"Aposentadoria Híbrida Art. 48/106",6096
12400,"Nulidade - Ausência de publicidade de decisão",8919
12401,"Nulidade - Ausência de Fundamentação de Decisão",8919
12402,"Nulidade - Impedimento",8919
12403,"Nulidade - Suspeição",8919
